job_code,job_name,year,salary_value
1144,理学療法士，作業療法士，言語聴覚士，視能訓練士,2021000000,162
1144,理学療法士，作業療法士，言語聴覚士，視能訓練士,2020000000,164
1146,歯科衛生士,2021000000,-
1146,歯科衛生士,2020000000,-
1147,歯科技工士,2021000000,168
1147,歯科技工士,2020000000,177
1151,栄養士,2021000000,165
1151,栄養士,2020000000,167
1159,その他の保健医療従事者,2021000000,160
1159,その他の保健医療従事者,2020000000,162
1163,保育士,2021000000,167
1163,保育士,2020000000,172
1168,介護支援専門員（ケアマネージャー）,2021000000,165
1168,介護支援専門員（ケアマネージャー）,2020000000,164
1169,その他の社会福祉専門職業従事者,2021000000,164
1169,その他の社会福祉専門職業従事者,2020000000,166
1173,法務従事者,2021000000,166
1173,法務従事者,2020000000,172
1181,公認会計士，税理士,2021000000,159
1181,公認会計士，税理士,2020000000,171
1189,その他の経営・金融・保険専門職業従事者,2021000000,167
1189,その他の経営・金融・保険専門職業従事者,2020000000,172
1191,幼稚園教員，保育教諭,2021000000,173
1191,幼稚園教員，保育教諭,2020000000,172
1192,小・中学校教員,2021000000,175
1192,小・中学校教員,2020000000,172
1194,高等学校教員,2021000000,171
1194,高等学校教員,2020000000,172
1196,大学教授（高専含む）,2021000000,166
1196,大学教授（高専含む）,2020000000,167
1197,大学准教授（高専含む）,2021000000,166
1197,大学准教授（高専含む）,2020000000,167
1198,大学講師・助教（高専含む）,2021000000,167
1198,大学講師・助教（高専含む）,2020000000,167
1199,その他の教員,2021000000,164
1199,その他の教員,2020000000,166
1201,宗教家,2021000000,164
1201,宗教家,2020000000,159
1211,著述家，記者，編集者,2021000000,155
1211,著述家，記者，編集者,2020000000,151
1221,美術家，写真家，映像撮影者,2021000000,168
1221,美術家，写真家，映像撮影者,2020000000,165
1224,デザイナー,2021000000,171
1224,デザイナー,2020000000,170
1231,音楽家，舞台芸術家,2021000000,166
1231,音楽家，舞台芸術家,2020000000,168
1244,個人教師,2021000000,172
1244,個人教師,2020000000,170
1249,他に分類されない専門的職業従事者,2021000000,162
1249,他に分類されない専門的職業従事者,2020000000,166
1251,庶務・人事事務員,2021000000,165
1251,庶務・人事事務員,2020000000,163
1253,企画事務員,2021000000,164
1253,企画事務員,2020000000,168
1254,受付・案内事務員,2021000000,167
1254,受付・案内事務員,2020000000,164
1255,秘書,2021000000,173
1255,秘書,2020000000,161
1256,電話応接事務員,2021000000,155
1256,電話応接事務員,2020000000,162
1257,総合事務員,2021000000,164
1257,総合事務員,2020000000,163
1259,その他の一般事務従事者,2021000000,164
1259,その他の一般事務従事者,2020000000,163
1261,会計事務従事者,2021000000,165
1261,会計事務従事者,2020000000,164
1271,生産関連事務従事者,2021000000,166
1271,生産関連事務従事者,2020000000,164
1281,営業・販売事務従事者,2021000000,164
1281,営業・販売事務従事者,2020000000,165
1291,外勤事務従事者,2021000000,162
1291,外勤事務従事者,2020000000,154
1301,運輸・郵便事務従事者,2021000000,167
1301,運輸・郵便事務従事者,2020000000,169
1311,事務用機器操作員,2021000000,161
1311,事務用機器操作員,2020000000,159
1321,販売店員,2021000000,168
1321,販売店員,2020000000,168
1324,その他の商品販売従事者,2021000000,171
1324,その他の商品販売従事者,2020000000,167
1331,販売類似職業従事者,2021000000,169
1331,販売類似職業従事者,2020000000,166
1344,自動車営業職業従事者,2021000000,165
1344,自動車営業職業従事者,2020000000,165
1345,機械器具・通信・システム営業職業従事者（自動車を除く）,2021000000,166
1345,機械器具・通信・システム営業職業従事者（自動車を除く）,2020000000,168
1346,金融営業職業従事者,2021000000,163
1346,金融営業職業従事者,2020000000,165
1347,保険営業職業従事者,2021000000,162
1347,保険営業職業従事者,2020000000,169
1349,その他の営業職業従事者,2021000000,169
1349,その他の営業職業従事者,2020000000,168
1361,介護職員（医療・福祉施設等）,2021000000,163
1361,介護職員（医療・福祉施設等）,2020000000,164
1362,訪問介護従事者,2021000000,169
1362,訪問介護従事者,2020000000,167
1371,看護助手,2021000000,154
1371,看護助手,2020000000,158
1379,その他の保健医療サービス職業従事者,2021000000,167
1379,その他の保健医療サービス職業従事者,2020000000,170
1381,理容・美容師,2021000000,177
1381,理容・美容師,2020000000,173
1383,美容サービス・浴場従事者（美容師を除く）,2021000000,169
1383,美容サービス・浴場従事者（美容師を除く）,2020000000,172
1385,クリーニング職，洗張職,2021000000,167
1385,クリーニング職，洗張職,2020000000,168
1391,飲食物調理従事者,2021000000,169
1391,飲食物調理従事者,2020000000,171
1403,飲食物給仕従事者,2021000000,168
1403,飲食物給仕従事者,2020000000,173
1404,航空機客室乗務員,2021000000,159
1404,航空機客室乗務員,2020000000,-
1405,身の回り世話従事者,2021000000,167
1405,身の回り世話従事者,2020000000,165
1406,娯楽場等接客員,2021000000,164
1406,娯楽場等接客員,2020000000,164
1411,居住施設・ビル等管理人,2021000000,166
1411,居住施設・ビル等管理人,2020000000,162
1421,その他のサービス職業従事者,2021000000,165
1421,その他のサービス職業従事者,2020000000,162
1453,警備員,2021000000,166
1453,警備員,2020000000,169
1459,その他の保安職業従事者,2021000000,164
1459,その他の保安職業従事者,2020000000,160
1461,農林漁業従事者,2021000000,166
1461,農林漁業従事者,2020000000,168
1491,製銑・製鋼・非鉄金属製錬従事者,2021000000,164
1491,製銑・製鋼・非鉄金属製錬従事者,2020000000,160
1492,鋳物製造・鍛造従事者,2021000000,169
1492,鋳物製造・鍛造従事者,2020000000,163
1493,金属工作機械作業従事者,2021000000,169
1493,金属工作機械作業従事者,2020000000,163
1494,金属プレス従事者,2021000000,165
1494,金属プレス従事者,2020000000,162
1495,鉄工，製缶従事者,2021000000,168
1495,鉄工，製缶従事者,2020000000,169
1496,板金従事者,2021000000,158
1496,板金従事者,2020000000,164
1497,金属彫刻・表面処理従事者,2021000000,168
1497,金属彫刻・表面処理従事者,2020000000,163
1498,金属溶接・溶断従事者,2021000000,166
1498,金属溶接・溶断従事者,2020000000,167
1499,その他の製品製造・加工処理従事者（金属製品）,2021000000,168
1499,その他の製品製造・加工処理従事者（金属製品）,2020000000,163
1501,化学製品製造従事者,2021000000,159
1501,化学製品製造従事者,2020000000,162
1502,窯業・土石製品製造従事者,2021000000,165
1502,窯業・土石製品製造従事者,2020000000,164
1503,食料品・飲料・たばこ製造従事者,2021000000,168
1503,食料品・飲料・たばこ製造従事者,2020000000,165
1505,紡織・衣服・繊維製品製造従事者,2021000000,167
1505,紡織・衣服・繊維製品製造従事者,2020000000,158
1506,木・紙製品製造従事者,2021000000,167
1506,木・紙製品製造従事者,2020000000,159
1507,印刷・製本従事者,2021000000,165
1507,印刷・製本従事者,2020000000,161
1508,ゴム・プラスチック製品製造従事者,2021000000,167
1508,ゴム・プラスチック製品製造従事者,2020000000,163
1509,その他の製品製造・加工処理従事者（金属製品を除く）,2021000000,167
1509,その他の製品製造・加工処理従事者（金属製品を除く）,2020000000,162
1511,はん用・生産用・業務用機械器具組立従事者,2021000000,168
1511,はん用・生産用・業務用機械器具組立従事者,2020000000,163
1512,電気機械器具組立従事者,2021000000,163
1512,電気機械器具組立従事者,2020000000,163
1513,自動車組立従事者,2021000000,167
1513,自動車組立従事者,2020000000,156
1514,その他の機械組立従事者,2021000000,163
1514,その他の機械組立従事者,2020000000,167
1551,はん用・生産用・業務用機械器具・電気機械器具整備・修理従事者,2021000000,165
1551,はん用・生産用・業務用機械器具・電気機械器具整備・修理従事者,2020000000,164
1553,自動車整備・修理従事者,2021000000,165
1553,自動車整備・修理従事者,2020000000,165
1554,その他の機械整備・修理従事者,2021000000,164
1554,その他の機械整備・修理従事者,2020000000,163
1561,製品検査従事者（金属製品）,2021000000,169
1561,製品検査従事者（金属製品）,2020000000,164
1571,製品検査従事者（金属製品を除く）,2021000000,164
1571,製品検査従事者（金属製品を除く）,2020000000,164
1581,機械検査従事者,2021000000,162
1581,機械検査従事者,2020000000,163
1591,画工，塗装・看板制作従事者,2021000000,168
1591,画工，塗装・看板制作従事者,2020000000,164
1592,製図その他生産関連・生産類似作業従事者,2021000000,171
1592,製図その他生産関連・生産類似作業従事者,2020000000,165
1601,鉄道運転従事者,2021000000,158
1601,鉄道運転従事者,2020000000,152
1611,バス運転者,2021000000,164
1611,バス運転者,2020000000,160
1612,タクシー運転者,2021000000,165
1612,タクシー運転者,2020000000,174
1613,乗用自動車運転者（タクシー運転者を除く）,2021000000,171
1613,乗用自動車運転者（タクシー運転者を除く）,2020000000,178
1614,営業用大型貨物自動車運転者,2021000000,177
1614,営業用大型貨物自動車運転者,2020000000,174
1615,営業用貨物自動車運転者（大型車を除く）,2021000000,175
1615,営業用貨物自動車運転者（大型車を除く）,2020000000,176
1616,自家用貨物自動車運転者,2021000000,174
1616,自家用貨物自動車運転者,2020000000,171
1619,その他の自動車運転従事者,2021000000,163
1619,その他の自動車運転従事者,2020000000,173
1624,航空機操縦士,2021000000,157
1624,航空機操縦士,2020000000,145
1631,車掌,2021000000,158
1631,車掌,2020000000,160
1639,他に分類されない輸送従事者,2021000000,172
1639,他に分類されない輸送従事者,2020000000,165
1641,発電員，変電員,2021000000,159
1641,発電員，変電員,2020000000,160
1643,クレーン・ウインチ運転従事者,2021000000,168
1643,クレーン・ウインチ運転従事者,2020000000,157
1645,建設・さく井機械運転従事者,2021000000,178
1645,建設・さく井機械運転従事者,2020000000,168
1649,その他の定置・建設機械運転従事者,2021000000,163
1649,その他の定置・建設機械運転従事者,2020000000,163
1651,建設躯体工事従事者,2021000000,172
1651,建設躯体工事従事者,2020000000,175
1661,大工,2021000000,172
1661,大工,2020000000,179
1666,配管従事者,2021000000,171
1666,配管従事者,2020000000,180
1669,その他の建設従事者,2021000000,171
1669,その他の建設従事者,2020000000,170
1671,電気工事従事者,2021000000,162
1671,電気工事従事者,2020000000,167
1681,土木従事者，鉄道線路工事従事者,2021000000,173
1681,土木従事者，鉄道線路工事従事者,2020000000,170
1691,ダム・トンネル掘削従事者，採掘従事者,2021000000,172
1691,ダム・トンネル掘削従事者，採掘従事者,2020000000,160
1702,船内・沿岸荷役従事者,2021000000,154
1702,船内・沿岸荷役従事者,2020000000,157
1703,その他の運搬従事者,2021000000,168
1703,その他の運搬従事者,2020000000,166
1711,ビル・建物清掃員,2021000000,165
1711,ビル・建物清掃員,2020000000,164
1712,清掃員（ビル・建物を除く），廃棄物処理従事者,2021000000,163
1712,清掃員（ビル・建物を除く），廃棄物処理従事者,2020000000,170
1721,包装従事者,2021000000,165
1721,包装従事者,2020000000,167
1739,他に分類されない運搬・清掃・包装等従事者,2021000000,164
1739,他に分類されない運搬・清掃・包装等従事者,2020000000,166
9999,不詳,2021000000,159
9999,不詳,2020000000,164
1031,管理的職業従事者,2021000000,165
1031,管理的職業従事者,2020000000,166
1051,研究者,2021000000,161
1051,研究者,2020000000,165
1072,電気・電子・電気通信技術者（通信ネットワーク技術者を除く）,2021000000,166
1072,電気・電子・電気通信技術者（通信ネットワーク技術者を除く）,2020000000,164
1073,機械技術者,2021000000,168
1073,機械技術者,2020000000,166
1074,輸送用機器技術者,2021000000,167
1074,輸送用機器技術者,2020000000,164
1076,金属技術者,2021000000,170
1076,金属技術者,2020000000,163
1077,化学技術者,2021000000,162
1077,化学技術者,2020000000,165
1091,建築技術者,2021000000,168
1091,建築技術者,2020000000,166
1092,土木技術者,2021000000,162
1092,土木技術者,2020000000,159
1093,測量技術者,2021000000,169
1093,測量技術者,2020000000,171
1101,システムコンサルタント・設計者,2021000000,165
1101,システムコンサルタント・設計者,2020000000,172
1104,ソフトウェア作成者,2021000000,167
1104,ソフトウェア作成者,2020000000,164
1109,その他の情報処理・通信技術者,2021000000,160
1109,その他の情報処理・通信技術者,2020000000,161
1119,他に分類されない技術者,2021000000,160
1119,他に分類されない技術者,2020000000,162
1121,医師,2021000000,161
1121,医師,2020000000,161
1122,歯科医師,2021000000,167
1122,歯科医師,2020000000,167
1123,獣医師,2021000000,161
1123,獣医師,2020000000,161
1124,薬剤師,2021000000,161
1124,薬剤師,2020000000,162
1131,保健師,2021000000,160
1131,保健師,2020000000,159
1132,助産師,2021000000,165
1132,助産師,2020000000,159
1133,看護師,2021000000,158
1133,看護師,2020000000,159
1134,准看護師,2021000000,159
1134,准看護師,2020000000,159
1141,診療放射線技師,2021000000,162
1141,診療放射線技師,2020000000,163
1143,臨床検査技師,2021000000,166
1143,臨床検査技師,2020000000,167
1144,理学療法士，作業療法士，言語聴覚士，視能訓練士,2021000000,160
1144,理学療法士，作業療法士，言語聴覚士，視能訓練士,2020000000,162
1146,歯科衛生士,2021000000,167
1146,歯科衛生士,2020000000,162
1147,歯科技工士,2021000000,161
1147,歯科技工士,2020000000,176
1151,栄養士,2021000000,164
1151,栄養士,2020000000,165
1159,その他の保健医療従事者,2021000000,161
1159,その他の保健医療従事者,2020000000,162
1163,保育士,2021000000,167
1163,保育士,2020000000,168
1168,介護支援専門員（ケアマネージャー）,2021000000,166
1168,介護支援専門員（ケアマネージャー）,2020000000,164
1169,その他の社会福祉専門職業従事者,2021000000,163
1169,その他の社会福祉専門職業従事者,2020000000,163
1173,法務従事者,2021000000,169
1173,法務従事者,2020000000,161
1181,公認会計士，税理士,2021000000,198
1181,公認会計士，税理士,2020000000,173
1189,その他の経営・金融・保険専門職業従事者,2021000000,164
1189,その他の経営・金融・保険専門職業従事者,2020000000,163
1191,幼稚園教員，保育教諭,2021000000,171
1191,幼稚園教員，保育教諭,2020000000,172
1192,小・中学校教員,2021000000,173
1192,小・中学校教員,2020000000,173
1194,高等学校教員,2021000000,172
1194,高等学校教員,2020000000,172
1196,大学教授（高専含む）,2021000000,165
1196,大学教授（高専含む）,2020000000,166
1197,大学准教授（高専含む）,2021000000,165
1197,大学准教授（高専含む）,2020000000,163
1198,大学講師・助教（高専含む）,2021000000,167
1198,大学講師・助教（高専含む）,2020000000,164
1199,その他の教員,2021000000,164
1199,その他の教員,2020000000,166
1201,宗教家,2021000000,172
1201,宗教家,2020000000,181
1211,著述家，記者，編集者,2021000000,156
1211,著述家，記者，編集者,2020000000,151
1221,美術家，写真家，映像撮影者,2021000000,172
1221,美術家，写真家，映像撮影者,2020000000,166
1224,デザイナー,2021000000,167
1224,デザイナー,2020000000,173
1231,音楽家，舞台芸術家,2021000000,156
1231,音楽家，舞台芸術家,2020000000,164
1244,個人教師,2021000000,168
1244,個人教師,2020000000,166
1249,他に分類されない専門的職業従事者,2021000000,160
1249,他に分類されない専門的職業従事者,2020000000,157
1251,庶務・人事事務員,2021000000,164
1251,庶務・人事事務員,2020000000,163
1253,企画事務員,2021000000,164
1253,企画事務員,2020000000,167
1254,受付・案内事務員,2021000000,164
1254,受付・案内事務員,2020000000,161
1255,秘書,2021000000,162
1255,秘書,2020000000,163
1256,電話応接事務員,2021000000,156
1256,電話応接事務員,2020000000,161
1257,総合事務員,2021000000,161
1257,総合事務員,2020000000,162
1259,その他の一般事務従事者,2021000000,162
1259,その他の一般事務従事者,2020000000,162
1261,会計事務従事者,2021000000,162
1261,会計事務従事者,2020000000,164
1271,生産関連事務従事者,2021000000,164
1271,生産関連事務従事者,2020000000,164
1281,営業・販売事務従事者,2021000000,163
1281,営業・販売事務従事者,2020000000,164
1291,外勤事務従事者,2021000000,155
1291,外勤事務従事者,2020000000,155
1301,運輸・郵便事務従事者,2021000000,166
1301,運輸・郵便事務従事者,2020000000,162
1311,事務用機器操作員,2021000000,160
1311,事務用機器操作員,2020000000,158
1321,販売店員,2021000000,160
1321,販売店員,2020000000,162
1324,その他の商品販売従事者,2021000000,164
1324,その他の商品販売従事者,2020000000,158
1331,販売類似職業従事者,2021000000,168
1331,販売類似職業従事者,2020000000,165
1344,自動車営業職業従事者,2021000000,160
1344,自動車営業職業従事者,2020000000,164
1345,機械器具・通信・システム営業職業従事者（自動車を除く）,2021000000,164
1345,機械器具・通信・システム営業職業従事者（自動車を除く）,2020000000,166
1346,金融営業職業従事者,2021000000,159
1346,金融営業職業従事者,2020000000,162
1347,保険営業職業従事者,2021000000,162
1347,保険営業職業従事者,2020000000,168
1349,その他の営業職業従事者,2021000000,166
1349,その他の営業職業従事者,2020000000,165
1361,介護職員（医療・福祉施設等）,2021000000,163
1361,介護職員（医療・福祉施設等）,2020000000,163
1362,訪問介護従事者,2021000000,165
1362,訪問介護従事者,2020000000,166
1371,看護助手,2021000000,157
1371,看護助手,2020000000,158
1379,その他の保健医療サービス職業従事者,2021000000,165
1379,その他の保健医療サービス職業従事者,2020000000,160
1381,理容・美容師,2021000000,172
1381,理容・美容師,2020000000,169
1383,美容サービス・浴場従事者（美容師を除く）,2021000000,170
1383,美容サービス・浴場従事者（美容師を除く）,2020000000,162
1385,クリーニング職，洗張職,2021000000,164
1385,クリーニング職，洗張職,2020000000,159
1391,飲食物調理従事者,2021000000,164
1391,飲食物調理従事者,2020000000,165
1403,飲食物給仕従事者,2021000000,163
1403,飲食物給仕従事者,2020000000,165
1404,航空機客室乗務員,2021000000,145
1404,航空機客室乗務員,2020000000,135
1405,身の回り世話従事者,2021000000,159
1405,身の回り世話従事者,2020000000,164
1406,娯楽場等接客員,2021000000,159
1406,娯楽場等接客員,2020000000,159
1411,居住施設・ビル等管理人,2021000000,165
1411,居住施設・ビル等管理人,2020000000,163
1421,その他のサービス職業従事者,2021000000,163
1421,その他のサービス職業従事者,2020000000,162
1453,警備員,2021000000,162
1453,警備員,2020000000,168
1459,その他の保安職業従事者,2021000000,168
1459,その他の保安職業従事者,2020000000,141
1461,農林漁業従事者,2021000000,172
1461,農林漁業従事者,2020000000,165
1491,製銑・製鋼・非鉄金属製錬従事者,2021000000,166
1491,製銑・製鋼・非鉄金属製錬従事者,2020000000,160
1492,鋳物製造・鍛造従事者,2021000000,170
1492,鋳物製造・鍛造従事者,2020000000,164
1493,金属工作機械作業従事者,2021000000,164
1493,金属工作機械作業従事者,2020000000,164
1494,金属プレス従事者,2021000000,167
1494,金属プレス従事者,2020000000,152
1495,鉄工，製缶従事者,2021000000,167
1495,鉄工，製缶従事者,2020000000,168
1496,板金従事者,2021000000,166
1496,板金従事者,2020000000,167
1497,金属彫刻・表面処理従事者,2021000000,170
1497,金属彫刻・表面処理従事者,2020000000,167
1498,金属溶接・溶断従事者,2021000000,161
1498,金属溶接・溶断従事者,2020000000,151
1499,その他の製品製造・加工処理従事者（金属製品）,2021000000,170
1499,その他の製品製造・加工処理従事者（金属製品）,2020000000,168
1501,化学製品製造従事者,2021000000,165
1501,化学製品製造従事者,2020000000,163
1502,窯業・土石製品製造従事者,2021000000,169
1502,窯業・土石製品製造従事者,2020000000,165
1503,食料品・飲料・たばこ製造従事者,2021000000,166
1503,食料品・飲料・たばこ製造従事者,2020000000,163
1505,紡織・衣服・繊維製品製造従事者,2021000000,164
1505,紡織・衣服・繊維製品製造従事者,2020000000,159
1506,木・紙製品製造従事者,2021000000,169
1506,木・紙製品製造従事者,2020000000,159
1507,印刷・製本従事者,2021000000,168
1507,印刷・製本従事者,2020000000,163
1508,ゴム・プラスチック製品製造従事者,2021000000,165
1508,ゴム・プラスチック製品製造従事者,2020000000,163
1509,その他の製品製造・加工処理従事者（金属製品を除く）,2021000000,165
1509,その他の製品製造・加工処理従事者（金属製品を除く）,2020000000,159
1511,はん用・生産用・業務用機械器具組立従事者,2021000000,164
1511,はん用・生産用・業務用機械器具組立従事者,2020000000,161
1512,電気機械器具組立従事者,2021000000,164
1512,電気機械器具組立従事者,2020000000,162
1513,自動車組立従事者,2021000000,167
1513,自動車組立従事者,2020000000,144
1514,その他の機械組立従事者,2021000000,162
1514,その他の機械組立従事者,2020000000,162
1551,はん用・生産用・業務用機械器具・電気機械器具整備・修理従事者,2021000000,165
1551,はん用・生産用・業務用機械器具・電気機械器具整備・修理従事者,2020000000,160
1553,自動車整備・修理従事者,2021000000,171
1553,自動車整備・修理従事者,2020000000,158
1554,その他の機械整備・修理従事者,2021000000,161
1554,その他の機械整備・修理従事者,2020000000,165
1561,製品検査従事者（金属製品）,2021000000,168
1561,製品検査従事者（金属製品）,2020000000,160
1571,製品検査従事者（金属製品を除く）,2021000000,163
1571,製品検査従事者（金属製品を除く）,2020000000,162
1581,機械検査従事者,2021000000,164
1581,機械検査従事者,2020000000,162
1591,画工，塗装・看板制作従事者,2021000000,173
1591,画工，塗装・看板制作従事者,2020000000,163
1592,製図その他生産関連・生産類似作業従事者,2021000000,161
1592,製図その他生産関連・生産類似作業従事者,2020000000,164
1601,鉄道運転従事者,2021000000,152
1601,鉄道運転従事者,2020000000,158
1611,バス運転者,2021000000,165
1611,バス運転者,2020000000,161
1612,タクシー運転者,2021000000,167
1612,タクシー運転者,2020000000,152
1613,乗用自動車運転者（タクシー運転者を除く）,2021000000,179
1613,乗用自動車運転者（タクシー運転者を除く）,2020000000,168
1614,営業用大型貨物自動車運転者,2021000000,171
1614,営業用大型貨物自動車運転者,2020000000,169
1615,営業用貨物自動車運転者（大型車を除く）,2021000000,175
1615,営業用貨物自動車運転者（大型車を除く）,2020000000,171
1616,自家用貨物自動車運転者,2021000000,173
1616,自家用貨物自動車運転者,2020000000,162
1619,その他の自動車運転従事者,2021000000,152
1619,その他の自動車運転従事者,2020000000,163
1624,航空機操縦士,2021000000,152
1624,航空機操縦士,2020000000,164
1631,車掌,2021000000,165
1631,車掌,2020000000,159
1639,他に分類されない輸送従事者,2021000000,177
1639,他に分類されない輸送従事者,2020000000,162
1641,発電員，変電員,2021000000,163
1641,発電員，変電員,2020000000,156
1643,クレーン・ウインチ運転従事者,2021000000,180
1643,クレーン・ウインチ運転従事者,2020000000,139
1645,建設・さく井機械運転従事者,2021000000,175
1645,建設・さく井機械運転従事者,2020000000,158
1649,その他の定置・建設機械運転従事者,2021000000,168
1649,その他の定置・建設機械運転従事者,2020000000,171
1651,建設躯体工事従事者,2021000000,176
1651,建設躯体工事従事者,2020000000,178
1661,大工,2021000000,-
1661,大工,2020000000,182
1666,配管従事者,2021000000,165
1666,配管従事者,2020000000,-
1669,その他の建設従事者,2021000000,165
1669,その他の建設従事者,2020000000,178
1671,電気工事従事者,2021000000,157
1671,電気工事従事者,2020000000,164
1681,土木従事者，鉄道線路工事従事者,2021000000,179
1681,土木従事者，鉄道線路工事従事者,2020000000,171
1691,ダム・トンネル掘削従事者，採掘従事者,2021000000,161
1691,ダム・トンネル掘削従事者，採掘従事者,2020000000,147
1702,船内・沿岸荷役従事者,2021000000,164
1702,船内・沿岸荷役従事者,2020000000,165
1703,その他の運搬従事者,2021000000,163
1703,その他の運搬従事者,2020000000,161
1711,ビル・建物清掃員,2021000000,160
1711,ビル・建物清掃員,2020000000,160
1712,清掃員（ビル・建物を除く），廃棄物処理従事者,2021000000,154
1712,清掃員（ビル・建物を除く），廃棄物処理従事者,2020000000,157
1721,包装従事者,2021000000,166
1721,包装従事者,2020000000,158
1739,他に分類されない運搬・清掃・包装等従事者,2021000000,161
1739,他に分類されない運搬・清掃・包装等従事者,2020000000,161
9999,不詳,2021000000,157
9999,不詳,2020000000,156
1031,管理的職業従事者,2021000000,170
1031,管理的職業従事者,2020000000,171
1051,研究者,2021000000,167
1051,研究者,2020000000,166
1072,電気・電子・電気通信技術者（通信ネットワーク技術者を除く）,2021000000,169
1072,電気・電子・電気通信技術者（通信ネットワーク技術者を除く）,2020000000,170
1073,機械技術者,2021000000,168
1073,機械技術者,2020000000,169
1074,輸送用機器技術者,2021000000,167
1074,輸送用機器技術者,2020000000,172
1076,金属技術者,2021000000,175
1076,金属技術者,2020000000,167
1077,化学技術者,2021000000,166
1077,化学技術者,2020000000,164
1091,建築技術者,2021000000,174
1091,建築技術者,2020000000,176
1092,土木技術者,2021000000,174
1092,土木技術者,2020000000,175
1093,測量技術者,2021000000,169
1093,測量技術者,2020000000,170
1101,システムコンサルタント・設計者,2021000000,169
1101,システムコンサルタント・設計者,2020000000,179
1104,ソフトウェア作成者,2021000000,169
1104,ソフトウェア作成者,2020000000,170
1109,その他の情報処理・通信技術者,2021000000,162
1109,その他の情報処理・通信技術者,2020000000,171
1119,他に分類されない技術者,2021000000,168
1119,他に分類されない技術者,2020000000,168
1121,医師,2021000000,168
1121,医師,2020000000,171
1122,歯科医師,2021000000,169
1122,歯科医師,2020000000,168
1123,獣医師,2021000000,176
1123,獣医師,2020000000,170
1124,薬剤師,2021000000,161
1124,薬剤師,2020000000,158
1131,保健師,2021000000,165
1131,保健師,2020000000,165
1132,助産師,2021000000,163
1132,助産師,2020000000,162
1133,看護師,2021000000,162
1133,看護師,2020000000,161
1134,准看護師,2021000000,162
1134,准看護師,2020000000,162
1141,診療放射線技師,2021000000,165
1141,診療放射線技師,2020000000,167
1143,臨床検査技師,2021000000,167
1143,臨床検査技師,2020000000,165
1144,理学療法士，作業療法士，言語聴覚士，視能訓練士,2021000000,165
1144,理学療法士，作業療法士，言語聴覚士，視能訓練士,2020000000,166
1146,歯科衛生士,2021000000,169
1146,歯科衛生士,2020000000,171
1147,歯科技工士,2021000000,175
1147,歯科技工士,2020000000,164
1151,栄養士,2021000000,167
1151,栄養士,2020000000,167
1159,その他の保健医療従事者,2021000000,166
1159,その他の保健医療従事者,2020000000,164
1163,保育士,2021000000,167
1163,保育士,2020000000,168
1168,介護支援専門員（ケアマネージャー）,2021000000,167
1168,介護支援専門員（ケアマネージャー）,2020000000,168
1169,その他の社会福祉専門職業従事者,2021000000,167
1169,その他の社会福祉専門職業従事者,2020000000,167
1173,法務従事者,2021000000,167
1173,法務従事者,2020000000,161
1181,公認会計士，税理士,2021000000,162
1181,公認会計士，税理士,2020000000,171
1189,その他の経営・金融・保険専門職業従事者,2021000000,171
1189,その他の経営・金融・保険専門職業従事者,2020000000,168
1191,幼稚園教員，保育教諭,2021000000,171
1191,幼稚園教員，保育教諭,2020000000,171
1192,小・中学校教員,2021000000,181
1192,小・中学校教員,2020000000,173
1194,高等学校教員,2021000000,178
1194,高等学校教員,2020000000,171
1196,大学教授（高専含む）,2021000000,166
1196,大学教授（高専含む）,2020000000,165
1197,大学准教授（高専含む）,2021000000,168
1197,大学准教授（高専含む）,2020000000,166
1198,大学講師・助教（高専含む）,2021000000,164
1198,大学講師・助教（高専含む）,2020000000,170
1199,その他の教員,2021000000,166
1199,その他の教員,2020000000,167
1201,宗教家,2021000000,170
1201,宗教家,2020000000,165
1211,著述家，記者，編集者,2021000000,161
1211,著述家，記者，編集者,2020000000,168
1221,美術家，写真家，映像撮影者,2021000000,173
1221,美術家，写真家，映像撮影者,2020000000,169
1224,デザイナー,2021000000,174
1224,デザイナー,2020000000,167
1231,音楽家，舞台芸術家,2021000000,183
1231,音楽家，舞台芸術家,2020000000,172
1244,個人教師,2021000000,168
1244,個人教師,2020000000,167
1249,他に分類されない専門的職業従事者,2021000000,164
1249,他に分類されない専門的職業従事者,2020000000,167
1251,庶務・人事事務員,2021000000,166
1251,庶務・人事事務員,2020000000,167
1253,企画事務員,2021000000,166
1253,企画事務員,2020000000,166
1254,受付・案内事務員,2021000000,165
1254,受付・案内事務員,2020000000,166
1255,秘書,2021000000,162
1255,秘書,2020000000,162
1256,電話応接事務員,2021000000,163
1256,電話応接事務員,2020000000,167
1257,総合事務員,2021000000,165
1257,総合事務員,2020000000,167
1259,その他の一般事務従事者,2021000000,163
1259,その他の一般事務従事者,2020000000,163
1261,会計事務従事者,2021000000,166
1261,会計事務従事者,2020000000,168
1271,生産関連事務従事者,2021000000,163
1271,生産関連事務従事者,2020000000,167
1281,営業・販売事務従事者,2021000000,167
1281,営業・販売事務従事者,2020000000,168
1291,外勤事務従事者,2021000000,160
1291,外勤事務従事者,2020000000,171
1301,運輸・郵便事務従事者,2021000000,175
1301,運輸・郵便事務従事者,2020000000,178
1311,事務用機器操作員,2021000000,164
1311,事務用機器操作員,2020000000,163
1321,販売店員,2021000000,167
1321,販売店員,2020000000,169
1324,その他の商品販売従事者,2021000000,170
